product,answer_option,review_score
Supradyn,1. painful review reminders .. pls stop it after you ask once .. 2. Update your stock properly dont make a person pay the money and then refund it after 2 days that is plain stealing peoples interest. A good web based service should not always have the right stock displayed and not miss lead people,0.0547945205479452
Supradyn,Supradyn Tablet being multi vitamin and multi mineral tablet is good for health and some improvement may be done by adding some traces of selenium and other essentials,0.0410958904109589
Supradyn,Very cost effective and adequate combination of essential vitamin and minerals,0.0410958904109589
Supradyn,Gives energy as it contains Vitamin B,0.0410958904109589
Supradyn,My wife takes supradyn tablet as vitamin supplement,0.0410958904109589
Supradyn,i didn purchase this Why are you adding incorrect medicines to my list. Is your data compromised,0.0410958904109589
Supradyn,No medicines available with other medicines but send as it was available,0.0410958904109589
Supradyn,GOOD DISCOUNT AND FAST SHIPPING,0.0410958904109589
Supradyn,Excellent and good service,0.0410958904109589
Supradyn,Tablets delivered in excellent condition. good quality product. Thanks,0.0410958904109589
Supradyn,its a value medicine and cheap in alternatives of vitamin tablet.,0.0273972602739726
Supradyn,It is good and improve my health,0.0273972602739726
Supradyn,It is a cheaper & good multi-vitamin.,0.0273972602739726
Supradyn,Its a good product with unfordable price,0.0273972602739726
Supradyn,I like it it helps in curing and reducing pain,0.0273972602739726
Supradyn,Value for money and effective,0.0273972602739726
Supradyn,Just ok as per price,0.0273972602739726
Supradyn,Tihis is dummy products,0.0273972602739726
Supradyn,Excellent Multi vitamin tablet,0.0273972602739726
Supradyn,"Tablet is good , its size is small easy to swallow After consuming the tablet I didn feel giddiness and was active throughout the day and no side effects .",0.0136986301369863
Supradyn,Felt a little lesser sweet as compared to pharmacy from the stores but was nice as price is also descent for,0.0136986301369863
Supradyn,I feel very energetic and relaxing,0.0136986301369863
Supradyn,A good value for money for vitamin supplement !,0.0136986301369863
Supradyn,Great multivitamin at low cost,0.0136986301369863
Supradyn,I have been using it since many years and found it workable.,0.0136986301369863
Supradyn,Cheap and Good multivitamin,0.0136986301369863
Supradyn,good results & value for money,0.0136986301369863
Supradyn,This is good supplement,0.0136986301369863
Supradyn,Very nice product and very effective,0.0136986301369863
Supradyn,I like its composition and very reasonable price,0.0136986301369863
Supradyn,Yet to use n test in bed,0.0136986301369863
Supradyn,"Meg 3, and some protein should be",0.0136986301369863
Supradyn,Not some allergy after taking this tablet.,0.0136986301369863
Supradyn,by ek kiss do na,0.0136986301369863
Supradyn,The colour of the urine after intake,0.0136986301369863
Supradyn,So-so product. Would not recommend to anyone,0.0136986301369863
Supradyn,Using it for last few years.Good product,0.0136986301369863
Supradyn,My favourite tablets,0.0136986301369863
Supradyn,I haven received free items displayed during my checkout,0.0136986301369863
Supradyn,Nice and very low price,0.0136986301369863
Supradyn,Couldn't get the results,0.0136986301369863
Supradyn,5 useful multivitamin,0.0136986301369863
Supradyn,Very reasonably priced. Product from a reputed parma co.,0.0136986301369863
Supradyn,Okay as a Daily it supplement,0.0136986301369863
Supradyn,doc said its best so bought it,0.0136986301369863
Supradyn,"Order 2-3 items and without my concern, you have canceled based on your comfortable Have you provided any coupon for the token of apologize Secondly who asked you to supply the balance and the entire order to be canceled instead of part is totally not acceptable",0.0136986301369863
Supradyn,STIPS DAMAGED DUE TO FRICTION AND NOT NEATLY PACKED,0.0136986301369863
Supradyn,Like the fast and damaged delivery of the strips,0.0136986301369863
Supradyn,No discount and shipping charges,0.0136986301369863
Supradyn,Service slow but good,0.0136986301369863
Supradyn,QUICK RESPONSE AND FAST DELIVERY,0.0136986301369863
Supradyn,Din't get PayPal cashback,0.0136986301369863
Supradyn,You canceled part item and my whole cash back got spoiled,0.0136986301369863
Supradyn,Few tablets were nacked,0.0136986301369863
Supradyn,It was very helpful to be active,0.0
Supradyn,It is good but have to take 2 if you lookout else go for a single tab with breakfast and drink at least 4 its water per day,0.0
Supradyn,Like.It is a good prophylactic vitamin product.,0.0
Supradyn,Good multi vitamin,0.0
Supradyn,We canst find some product,0.0
Supradyn,Nothing for dislike,0.0
Supradyn,BECAUSE I HAVE NOT PURCHASED,0.0
Supradyn,Best vitamin tablets,0.0
Supradyn,Trace Elements are essentials for every human being but most of the times neither those essential elements are not available in our drinking water( due to high filteration) nor in our daily foods .The combination is Excellent !,0.0
Supradyn,Total discount not given,0.0
Supradyn,Speedy delivery,0.0
Shelcal,Same as my previous reply,0.9947780678851175
Shelcal,As usual packing is in good condition and the delivery date is the same as informed,0.9947780678851175
Shelcal,Speedy supply,0.9947780678851175
Shelcal,Good,0.9921671018276762
Shelcal,Not good service,0.9921671018276762
Shelcal,Quick delivery,0.9921671018276762
Shelcal,"its effectable,after 40 every women should be use",0.9895561357702349
Shelcal,The delivery experience was very good and quick,0.9869451697127938
Shelcal,Good package,0.9843342036553525
Shelcal,Timely delivery with less price,0.9843342036553525
Shelcal,its good tablet for calcium intake,0.97911227154047
Shelcal,It works !,0.97911227154047
Shelcal,Product is good for me,0.9738903394255874
Shelcal,doctor prescription,0.9738903394255874
Shelcal,Feeling better,0.9712793733681462
Shelcal,like it,0.9712793733681462
Shelcal,Delivery charge why so,0.9712793733681462
Shelcal,Fast delivery,0.9660574412532638
Shelcal,I like the home delivery service is very good,0.9660574412532638
Shelcal,Nothing special,0.9608355091383812
Shelcal,Excellent Calcium supplement,0.95822454308094
Shelcal,Delivery timing,0.95822454308094
Shelcal,it was good,0.9556135770234987
Shelcal,Very effective tablet for artho problem,0.9556135770234987
Shelcal,Excellent,0.9556135770234987
Shelcal,doctors advice,0.9530026109660574
Shelcal,Good for bines,0.9503916449086162
Shelcal,Haddi lohe ke khambe i tarah majus hogai meri shelcal-500 ha kar. Itni mazbut i ab train bhi mere par sai nikal jaye to bhe mer haddi nasi tutegi. Makar igni achuki hai part 1 ungli par utah santa he,0.9503916449086162
Shelcal,To check its effectiveness yet,0.9477806788511749
Shelcal,Speedy Delivery,0.9477806788511749
Shelcal,as per the order,0.9451697127937336
Shelcal,Regular medicine for my parents Received in time,0.9451697127937336
Shelcal,Cheap but good,0.9425587467362925
Shelcal,Like,0.9425587467362925
Shelcal,works as expected,0.9399477806788512
Shelcal,good medicine,0.9373368146214099
Shelcal,Punctuality price,0.9347258485639687
Shelcal,Thecal is the most recommended supplement for calcium,0.9321148825065274
Shelcal,always good substitute for calcium,0.9295039164490861
Shelcal,"The whole action from your end,",0.9295039164490861
Shelcal,Not as per desire,0.9268929503916449
Shelcal,Good,0.9268929503916449
Shelcal,I take it occasionally so my experience is so so.,0.9242819843342036
Shelcal,Why your not providing the whole box with the strips like how we brought from outside,0.9138381201044387
Shelcal,prompt delivery,0.9138381201044387
Shelcal,Best in calcium supplement,0.9086161879895561
Shelcal,Good calcium tablet,0.9086161879895561
Shelcal,i like it,0.9086161879895561
Shelcal,Bought as advised by the doctor,0.9060052219321149
Shelcal,Good supplement,0.9007832898172323
Shelcal,Quick service,0.8981723237597912
Shelcal,Value for money,0.8955613577023499
Shelcal,good vitamin tab,0.8929503916449086
Shelcal,effective tool to cope calcium deficiency,0.8929503916449086
Shelcal,IT IS HELPFUL TO MY BODY,0.8929503916449086
Shelcal,Pretty good,0.8903394255874674
Shelcal,Same n cheap,0.8903394255874674
Shelcal,No dislike for this med,0.8903394255874674
Shelcal,Nothing,0.8903394255874674
Shelcal,Rapid delivery..n good discount,0.8903394255874674
Shelcal,Good deals,0.8877284595300261
Shelcal,this is good for calcium,0.8825065274151436
Shelcal,Good for calcium deficiency,0.8825065274151436
Shelcal,Not as much as get benefited like alfa alfa of away,0.8798955613577023
Shelcal,Good product,0.8798955613577023
Shelcal,instant relive,0.8798955613577023
Shelcal,Very useful,0.8798955613577023
Shelcal,I like,0.8798955613577023
Shelcal,Fast delivery,0.8772845953002611
Shelcal,We needed more discount,0.8772845953002611
Shelcal,Satisfied..no complaints yet,0.8720626631853786
Shelcal,Mud for bones,0.8720626631853786
Shelcal,Good product,0.8694516971279374
Shelcal,All was good in perfect condition,0.8616187989556136
Shelcal,Very low performance,0.8590078328981723
Shelcal,a little overpriced,0.8590078328981723
Shelcal,Vitamin,0.8590078328981723
Shelcal,Good packing,0.8590078328981723
Shelcal,Doctor prescribed so no opinion.,0.856396866840731
Shelcal,Less discount,0.856396866840731
Shelcal,Best Calcium supplement,0.8537859007832899
Shelcal,Good for diabetes,0.8537859007832899
Shelcal,Good but costly compared to other varieties of b- complex tabs,0.8485639686684073
Shelcal,Good product,0.8485639686684073
Shelcal,Effective,0.8485639686684073
Shelcal,Always dependable,0.8485639686684073
Shelcal,delivered on time.with discount,0.8381201044386423
Shelcal,It is good,0.835509138381201
Shelcal,Great taste,0.835509138381201
Shelcal,Print delivery,0.835509138381201
Shelcal,Good job,0.8328981723237598
Shelcal,Delivery speed,0.8302872062663186
Shelcal,Easy way to get medicine at your door step...,0.825065274151436
Shelcal,Good service,0.825065274151436
Shelcal,I didn get on time,0.825065274151436
Shelcal,The product is genuine,0.8198433420365535
Shelcal,Timely Delivery,0.8198433420365535
Shelcal,perfect for calcium requirement,0.8172323759791122
Shelcal,"NOT NOW,MAY GIVE FEEDBACK AFTER SEEING EFFECTS.",0.8172323759791122
Shelcal,Speed of delivery and Discount,0.8172323759791122
Shelcal,"Good , it reduces deficiency of calcium",0.7989556135770235
Shelcal,No commitment and no fixed delivery schedule,0.7989556135770235
Shelcal,its a good tablet for women in late 30s and 40s for keeping up with their It D and Calcium intake,0.7963446475195822
Shelcal,So far no side effects noticed,0.7963446475195822
Shelcal,Cooperation and fast supply,0.7963446475195822
Shelcal,Very poor service and not print got my medicine after days ..lots of improvement required,0.7963446475195822
Shelcal,Cheaper and better,0.793733681462141
Shelcal,Very useful,0.793733681462141
Shelcal,They are good for older persons,0.7911227154046997
Shelcal,Results are not unto the mark,0.7911227154046997
Shelcal,Helps to keep my calcium levels unto date,0.7885117493472585
Shelcal,Discount rate very low other outside market,0.7885117493472585
Shelcal,For my wife as prescribed by the Doctor to take care of calcium deficiency,0.783289817232376
Shelcal,Excellent tablet,0.783289817232376
Shelcal,Its smartly packed,0.783289817232376
Shelcal,I am like it and also happy with the discount,0.783289817232376
Shelcal,Correct addressing of issue,0.7806788511749347
Shelcal,Very Poor Service,0.7806788511749347
Shelcal,It D with Calcium,0.7780678851174935
Shelcal,Good,0.7728459530026109
Shelcal,Normal supply,0.7728459530026109
Shelcal,Good,0.7702349869451697
Shelcal,its perfect for vitamin d3,0.7676240208877284
Shelcal,size of tablet,0.7676240208877284
Shelcal,I like Thecal - 500 Tablet and using it for quite a long time. It is very suitable for me.,0.7650130548302873
Shelcal,It MFD date and timely delivery,0.7650130548302873
Shelcal,All good,0.762402088772846
Shelcal,Better rates in the market,0.7597911227154047
Shelcal,please arrange immediately.Its very essential,0.7571801566579635
Shelcal,Rated good to treat calcium and vitamin deficiency,0.7519582245430809
Shelcal,Or prescribed it so using it,0.7519582245430809
Shelcal,I am using since long,0.7493472584856397
Shelcal,very good,0.7493472584856397
Shelcal,Good source of calcium,0.7441253263707572
Shelcal,Like,0.7441253263707572
Shelcal,Andorra exp.,0.7389033942558747
Shelcal,Really good tablet,0.7362924281984334
Shelcal,liked packing and delivery,0.7310704960835509
Shelcal,Advised by doctor,0.7258485639686684
Shelcal,Good,0.7258485639686684
Shelcal,Discount is very less,0.7258485639686684
Shelcal,Fast delivery with good packing,0.7232375979112271
Shelcal,product is ok.,0.7154046997389034
Shelcal,Satisfactory,0.7154046997389034
Shelcal,Very good item,0.7101827676240209
Shelcal,Good packing,0.7101827676240209
Shelcal,Delivery group was there However product n packing were good,0.7101827676240209
Shelcal,quick delivery and discount,0.7101827676240209
Shelcal,Like ...... good,0.7075718015665796
Shelcal,Quality is not good,0.7075718015665796
Shelcal,Good medicine for calcium,0.7049608355091384
Shelcal,Good calcium supplement,0.7049608355091384
Shelcal,Discount is not competable,0.7023498694516971
Shelcal,Delivery speed,0.7023498694516971
Shelcal,Cannot find any efdect. May be effective may be not,0.6997389033942559
Shelcal,Good product,0.6997389033942559
Shelcal,Dislike because not effective,0.6971279373368147
Shelcal,Good as calcium supplement,0.6971279373368147
Shelcal,Good packing prompt delivery,0.6971279373368147
Shelcal,I like it.,0.6945169712793734
Shelcal,All good,0.6945169712793734
Shelcal,Right choice,0.6945169712793734
Shelcal,Delivery so lately...,0.6945169712793734
Shelcal,We are getting 15% discount for this medicine from local medical Shop,0.6919060052219321
Shelcal,Nothing special This is a medication my wife is regularly taking,0.6892950391644909
Shelcal,The new print on the backside,0.6892950391644909
Shelcal,Getting in lesser price outside,0.6866840731070496
Shelcal,Good enuf,0.6866840731070496
Shelcal,big size,0.6866840731070496
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.6840731070496083
Shelcal,Improve the bone strength,0.6814621409921671
Shelcal,great buy it now,0.6814621409921671
Shelcal,Could be better,0.6788511749347258
Shelcal,Nice,0.6788511749347258
Shelcal,Good quality,0.6762402088772846
Shelcal,Sweet outer coating is easy to swallow,0.6684073107049608
Shelcal,A known medicine for calcium deficiency Very useful,0.6684073107049608
Shelcal,Muscle ache improved,0.6684073107049608
Shelcal,IT IS FOR MY WIFE AS PRESCRIBED BY THE DOCTOR. NOTHING TO SAY ABOUT IT,0.6684073107049608
Shelcal,Doctor happy patient happy,0.6684073107049608
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.6684073107049608
Shelcal,very expensive will never buy now first price is more secondly other chemists r offering much much more than u. i have been cheated,0.6657963446475196
Shelcal,Good,0.6657963446475196
Shelcal,Liked it,0.6657963446475196
Shelcal,Food all,0.6657963446475196
Shelcal,Good Packing. Genuine Medicines,0.6657963446475196
Shelcal,Less Discount,0.6657963446475196
Shelcal,Nothing Variable,0.6631853785900783
Shelcal,Dislike,0.6631853785900783
Shelcal,No response,0.6527415143603134
Shelcal,Quick delivery of medicine is very much appreciated,0.6501305483028721
Shelcal,Good one my daughter,0.6475195822454308
Shelcal,Good,0.6475195822454308
Shelcal,Effectiveness,0.6475195822454308
Shelcal,Prompt delivery,0.6475195822454308
Shelcal,Have to take them whether like or not,0.6422976501305483
Shelcal,Disount packing,0.6422976501305483
Shelcal,Using it more than 3 years,0.639686684073107
Shelcal,Your rate of Becasul and shelcal500 touch high,0.639686684073107
Shelcal,It works as claimed,0.6344647519582245
Shelcal,The manufacturing date is months old You should provide fresh strip of shell with recent manufacturing date!,0.6344647519582245
Shelcal,satisfactory as usual shell 500 is prescribed by my Doctor is also recorded with you through my prescription.,0.6292428198433421
Shelcal,Useful for bones,0.6292428198433421
Shelcal,its good,0.6292428198433421
Shelcal,Same brand,0.6240208877284595
Shelcal,Nothing Specific,0.6240208877284595
Shelcal,Ease of finding,0.618798955613577
Shelcal,Ok good,0.6161879895561357
Shelcal,Liked,0.6135770234986945
Shelcal,Speed and ease and discount,0.6135770234986945
Shelcal,Discount was less than available in the market,0.608355091383812
Shelcal,Great tablets for bone problems,0.6031331592689295
Shelcal,Nice packing and good tablet for my health,0.6031331592689295
Shelcal,I liked it,0.597911227154047
Shelcal,Its working very good,0.5926892950391645
Shelcal,It is run of a mill product. Nothing special,0.5926892950391645
Shelcal,Good for health,0.587467362924282
Shelcal,U say 20% discount but not applied on this,0.5796344647519582
Shelcal,Delivery as usual,0.577023498694517
Shelcal,Satisfactory,0.5744125326370757
Shelcal,Good tablet,0.5639686684073107
Shelcal,I dislike die to less discount,0.5587467362924282
Shelcal,Getting relief in toe pain,0.556135770234987
Shelcal,Good response,0.556135770234987
Shelcal,Good calcium supplement Recommended by most doctors,0.5509138381201044
Shelcal,Thanks,0.5509138381201044
Shelcal,It is really excellent Everyone can use it.,0.5456919060052219
Shelcal,its good to have maintain calcium deficiency,0.5456919060052219
Shelcal,excellent service,0.5456919060052219
Shelcal,Everything,0.5430809399477807
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.5404699738903395
Shelcal,You have sent wrong qty and missed one item which I never expected even after sending typed list in English,0.5378590078328982
Shelcal,Proper packing,0.5352480417754569
Shelcal,"i like it,shelcal-500 is very good to improve bone structure,it helps me to my fracture last year,",0.5195822454308094
Shelcal,Usual genuine medicine,0.5169712793733682
Shelcal,Thecal is good calcium tablets take it daily regularly,0.48825065274151436
Shelcal,Calcium supplement are most post menopausal,0.4804177545691906
Shelcal,Since I am diabetic my doctor advise me take 1 tab once a day..,0.412532637075718
Shelcal,Ease of finding,0.412532637075718
Shelcal,known medicine for calcium,0.4046997389033943
Shelcal,Quite effective than other calcium supplement,0.39947780678851175
Shelcal,Thecal is good calcium tablets take it daily regularly,0.39947780678851175
Shelcal,"its effectable,after 40 every women should be use",0.39947780678851175
Shelcal,nothing to dislike,0.39947780678851175
Shelcal,Very much liked,0.39947780678851175
Shelcal,So many simple vitamin tablets were not sent because of prescription,0.39947780678851175
Shelcal,Have to take them whether like or not,0.39947780678851175
Shelcal,The new print on the backside,0.3968668407310705
Shelcal,Ease of ordering fast delivery and no confusion,0.3968668407310705
Shelcal,Came on time without any damage,0.3968668407310705
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.3968668407310705
Shelcal,Good Packing & Useful Tablet,0.3968668407310705
Shelcal,I like the home delivery service is very good,0.3968668407310705
Shelcal,They are good for older persons,0.39425587467362927
Shelcal,Send all items together,0.39425587467362927
Shelcal,Good one my daughter,0.39425587467362927
Shelcal,Satisfactory Service besides some minor negligencies.,0.391644908616188
Shelcal,No commitment and no fixed delivery schedule,0.391644908616188
Shelcal,Delivery group was there However product n packing were good,0.391644908616188
Shelcal,Sweet outer coating is easy to swallow,0.38903394255874674
Shelcal,Thecal is a good calcium supplement from a reputed company at a reasonable price.,0.38903394255874674
Shelcal,calcium supplement recommended by Mrs,0.38903394255874674
Shelcal,IT IS HELPFUL TO MY BODY,0.38903394255874674
Shelcal,Very effective tablet for artho problem,0.38903394255874674
Shelcal,It is run of a mill product. Nothing special,0.38903394255874674
Shelcal,Discount is very minimal,0.38642297650130547
Shelcal,Discount compare to others,0.38642297650130547
Shelcal,Discount is not given according to mentioned,0.38642297650130547
Shelcal,Very Poor Service,0.38642297650130547
Shelcal,Excellent response and fabulous discount,0.38642297650130547
Shelcal,My doctor recommends this during the pregnancy and post pregnancy,0.381201044386423
Shelcal,i had cracking sound from knees which persists even now after having shell for a month,0.34986945169712796
Shelcal,good product and quick delivery,0.3472584856396867
Shelcal,delivered on time.with discount,0.31070496083550914
Shelcal,its a good calcium supplement....,0.3028720626631854
Shelcal,Good calcium tablets No side effects,0.3028720626631854
Shelcal,Like to buy,0.3028720626631854
Shelcal,want say until use by minimum month,0.3028720626631854
Shelcal,I didn order for shell 500 tablet.,0.3028720626631854
Shelcal,"Its not use me, I enquire for my friend",0.3028720626631854
Shelcal,Good,0.3028720626631854
Shelcal,Yes,0.3028720626631854
Shelcal,Very poor service and not print got my medicine after days ..lots of improvement required,0.3028720626631854
Shelcal,No question of like or dislike! Doctor prescribed,0.3002610966057441
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.3002610966057441
Shelcal,Discount is not applicable on this product.,0.3002610966057441
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.3002610966057441
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.3002610966057441
Shelcal,Very late delivery,0.3002610966057441
Shelcal,Order canceled,0.3002610966057441
Shelcal,Timely delivery with less price,0.3002610966057441
Shelcal,fast service,0.3002610966057441
Shelcal,I feel its effective,0.2950391644908616
Shelcal,My father and wife have been having this calcium supplement for many years,0.2950391644908616
Shelcal,as per the order,0.2950391644908616
Shelcal,Good,0.2950391644908616
Shelcal,Very satisfied,0.2950391644908616
Shelcal,Best purchase,0.2950391644908616
Shelcal,normal rate,0.2950391644908616
Shelcal,normal,0.2950391644908616
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.2924281984334204
Shelcal,Rate of discount offered is very less compared to what others are offering,0.2924281984334204
Shelcal,Protected packing and effective for bone density,0.2924281984334204
Shelcal,this again is a calcium supplement recommended for my wife She is happy with the tablet.,0.2819843342036554
Shelcal,shell is always good choice,0.2819843342036554
Shelcal,Good for daily nutrient,0.2819843342036554
Shelcal,Result is good,0.2819843342036554
Shelcal,The medicines are original People can rely on you,0.2819843342036554
Shelcal,Calcium boasting,0.2819843342036554
